"","Date","TimeStart","TimeEnd","Elapsed","Temperature","Weather","Location","Barn.in.out.","Animal","Sex","Treatment","Collard","CollarIssue","RelDay","AdjObTime","TotalObs","ModTotObs","HU","HD","LAY","HDSK","LOCO","SCRATCH","OOV","RSums"
"1","10/8/2015",2015-10-08 10:23:00,2015-10-08 10:33:00,10,19,"Sunny","Meade","in","Loretta","Female","control","No","No",-14,1,40,40,38,0,0,0,2,0,0,1
"2","10/8/2015",2015-10-08 10:23:00,2015-10-08 10:33:00,10,19,"Sunny","Meade","in","Ruby","Female","ATS","No","No",-14,1,40,40,30,1,0,6,1,2,0,1
"3","10/8/2015",2015-10-08 10:23:00,2015-10-08 10:33:00,10,19,"Sunny","Meade","in","Scout","Female","ATS","No","No",-14,1,39,40,29,1,0,0,6,3,1,1
"4","10/8/2015",2015-10-08 10:23:00,2015-10-08 10:33:00,10,19,"Sunny","Meade","in","Bamako","Female","ATS","No","No",-14,1,36,40,29,1,0,0,4,2,4,1
"5","10/9/2015",2015-10-09 08:45:00,2015-10-09 08:55:00,10,18,"Sunny","Meade","in","Violet","Female","Vectronic","No","No",-13,1,36,40,9,0,18,8,1,0,4,1
"6","10/9/2015",2015-10-09 08:45:00,2015-10-09 08:55:00,10,18,"Sunny","Meade","in","Bamako","Female","ATS","No","No",-13,1,40,40,8,0,30,0,2,0,0,1
"7","10/15/2015",2015-10-15 11:15:00,2015-10-15 11:25:00,10,16,"Sunny","Meade","out","Chari","Female","Vectronic","No","No",-17,1,39,40,13,20,0,6,0,0,1,1
"8","10/15/2015",2015-10-15 11:15:00,2015-10-15 11:25:00,10,16,"Sunny","Meade","out","Jena","Female","Vectronic","No","No",-7,1,42,42,7,25,0,2,6,0,0,1
"9","10/15/2015",2015-10-15 11:15:00,2015-10-15 11:25:00,10,16,"Sunny","Meade","out","Niamey","Female","ATS","No","No",-17,1,40,40,17,15,0,3,5,0,0,1
"10","10/15/2015",2015-10-15 11:15:00,2015-10-15 11:25:00,10,16,"Sunny","Meade","out","Ruby","Female","ATS","No","No",-7,1,42,42,13,12,0,11,2,3,0,1.000000001
"11","10/15/2015",2015-10-15 11:30:00,2015-10-15 11:40:00,10,16,"Sunny","Meade","out","Violet","Female","Vectronic","No","No",-7,1,40,40,36,0,0,4,0,0,0,1
"12","10/15/2015",2015-10-15 11:30:00,2015-10-15 11:40:00,10,16,"Sunny","Meade","out","Loretta","Female","control","No","No",-7,1,40,40,11,24,0,1,4,0,0,1
"13","10/16/2015",2015-10-16 09:35:00,2015-10-16 09:45:00,10,18,"Sunny","Meade","out","Scout","Female","ATS","No","No",-6,1,40,40,3,27,0,0,2,8,0,1
"14","10/16/2015",2015-10-16 09:35:00,2015-10-16 09:45:00,10,18,"Sunny","Meade","out","Violet","Female","Vectronic","No","No",-6,1,39,40,19,5,0,2,5,8,1,1
"15","10/16/2015",2015-10-16 09:50:00,2015-10-16 10:00:00,10,18,"Sunny","Meade","out","Shadow","Female","ATS","No","No",-6,1,47,47,22,14,0,0,0,9,0,1
"16","10/16/2015",2015-10-16 09:50:00,2015-10-16 10:00:00,10,18,"Sunny","Meade","out","Ruby","Female","ATS","No","No",-6,1,40,40,18,17,0,0,0,5,0,1
"17","10/16/2015",2015-10-16 10:10:00,2015-10-16 10:20:00,10,20,"Sunny","Meade","out","Chari","Female","Vectronic","No","No",-16,1,45,45,27,13,0,0,3,1,0,1
"18","10/16/2015",2015-10-16 10:10:00,2015-10-16 10:20:00,10,20,"Sunny","Meade","out","Jena","Female","Vectronic","No","No",-6,1,38,40,28,8,0,0,2,0,2,1
"19","10/19/2015",2015-10-19 09:55:00,2015-10-19 10:05:00,10,6,"Sunny","Meade","out","Violet","Female","Vectronic","No","No",-3,1,39,40,27,5,0,3,0,4,1,1
"20","10/19/2015",2015-10-19 10:10:00,2015-10-19 10:20:00,10,6,"Sunny","Meade","out","Niamey","Female","ATS","No","No",-15,1,40,40,15,12,0,0,13,0,0,1
"21","10/19/2015",2015-10-19 10:15:00,2015-10-19 10:25:00,10,7,"Sunny","Meade","out","Ruby","Female","ATS","No","No",-3,1,45,45,12,22,0,0,4,5,0,1
"22","10/19/2015",2015-10-19 10:30:00,2015-10-19 10:40:00,10,7,"Sunny","Meade","out","Shadow","Female","ATS","No","No",-3,1,38,40,7,9,0,0,4,18,2,1
"23","10/19/2015",2015-10-19 10:45:00,2015-10-19 10:55:00,10,8,"Sunny","Meade","out","Jena","Female","Vectronic","No","No",-3,1,40,40,11,14,0,3,4,8,0,1
"24","10/19/2015",2015-10-19 11:15:00,2015-10-19 11:25:00,10,9,"Sunny","Meade","out","Niamey","Female","ATS","No","No",-15,1,42,42,22,19,0,0,0,0,0,1
"25","10/19/2015",2015-10-19 11:15:00,2015-10-19 11:25:00,10,9,"Sunny","Meade","out","Chari","Female","Vectronic","No","No",-15,1,40,40,7,26,0,0,4,2,0,1
"26","10/20/2015",2015-10-20 09:33:00,2015-10-20 09:43:00,10,11,"Sunny","Meade","out","Scout","Female","ATS","No","No",-2,1,40,40,10,18,0,0,3,9,0,1
"27","10/20/2015",2015-10-20 08:42:00,2015-10-20 08:52:00,10,6,"Sunny","Meade","out","Cat","Female","control","No","No",-2,1,41,41,13,27,0,0,0,0,0,1
"28","10/20/2015",2015-10-20 08:42:00,2015-10-20 08:52:00,10,6,"Sunny","Meade","out","Bamako","Female","ATS","No","No",-2,1,40,40,24,16,0,0,0,0,0,1
"29","10/20/2015",2015-10-20 08:56:00,2015-10-20 09:06:00,10,8,"Sunny","Meade","out","Ruby","Female","ATS","No","No",-2,1,41,41,1,39,0,0,0,0,0,1
"30","10/20/2015",2015-10-20 08:56:00,2015-10-20 09:06:00,10,8,"Sunny","Meade","out","Jena","Female","Vectronic","No","No",-2,1,41,41,14,21,0,2,0,4,0,1.000000001
"31","10/21/2015",2015-10-21 07:50:00,2015-10-21 08:00:00,10,7,"Sunny","Meade","out","Violet","Female","Vectronic","No","No",-1,1,40,40,23,17,0,0,0,0,0,1
"32","10/21/2015",2015-10-21 07:50:00,2015-10-21 08:00:00,10,7,"Sunny","Meade","out","Scout","Female","ATS","No","No",-1,1,40,40,0,20,0,7,2,11,0,1
"33","10/21/2015",2015-10-21 07:50:00,2015-10-21 08:00:00,10,7,"Sunny","Meade","out","Cat","Female","control","No","No",-1,1,40,40,13,20,0,1,6,0,0,1
"34","10/21/2015",2015-10-21 08:15:00,2015-10-21 08:25:00,10,9,"Sunny","Meade","out","Niamey","Female","ATS","No","No",-13,1,38,40,6,16,0,7,7,2,2,1
"35","10/21/2015",2015-10-21 08:15:00,2015-10-21 08:25:00,10,9,"Sunny","Meade","out","Chari","Female","Vectronic","No","No",-13,1,40,40,32,8,0,0,0,0,0,1
"36","10/21/2015",2015-10-21 08:15:00,2015-10-21 08:25:00,10,9,"Sunny","Meade","out","Loretta","Female","control","No","No",-1,1,40,40,15,25,0,0,0,0,0,1
"37","10/21/2015",2015-10-21 08:33:00,2015-10-21 08:43:00,10,9,"Sunny","Meade","out","Jena","Female","Vectronic","No","No",-1,1,40,40,13,11,0,4,3,9,0,1
"38","10/21/2015",2015-10-21 08:33:00,2015-10-21 08:43:00,10,9,"Sunny","Meade","out","Shadow","Female","ATS","No","No",-1,1,42,42,22,7,0,3,0,7,0,0.999999999
"39","10/21/2015",2015-10-21 08:50:00,2015-10-21 09:00:00,10,10,"Sunny","Meade","out","Ruby","Female","ATS","No","No",-1,1,40,40,17,13,0,2,3,5,0,1
"40","10/21/2015",2015-10-21 08:50:00,2015-10-21 09:00:00,10,10,"Sunny","Meade","out","Bamako","Female","ATS","No","No",-1,1,41,41,23,16,0,0,0,0,0,0.999999999
"41","10/22/2015",2015-10-22 10:59:00,2015-10-22 11:09:00,10,18,"Sunny","Meade","out","Loretta","Female","control","No","No",0,2,40,40,30,4,0,0,5,1,0,1
"42","10/22/2015",2015-10-22 11:14:00,2015-10-22 11:24:00,10,18,"Sunny","Meade","out","Bamako","Female","ATS","Yes","No",0,2,40,40,11,0,29,0,0,0,0,1
"43","10/22/2015",2015-10-22 13:51:00,2015-10-22 14:01:00,10,25,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",0,2,40,40,5,32,0,1,2,0,0,1
"44","10/22/2015",2015-10-22 14:07:00,2015-10-22 14:19:00,12,26,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",0,2,40,40,3,25,0,8,3,1,0,1
"45","10/22/2015",2015-10-22 14:07:00,2015-10-22 14:19:00,12,26,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",0,2,48,48,24,17,0,2,3,0,0,1
"46","10/22/2015",2015-10-22 14:21:00,2015-10-22 14:31:00,10,26,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",0,2,40,40,14,2,20,4,0,0,0,1
"47","10/22/2015",2015-10-22 14:48:00,2015-10-22 14:58:00,10,26,"Sunny","Meade","out","Chari","Female","Vectronic","No","No",-12,1,40,40,0,3,0,0,35,2,0,1
"48","10/22/2015",2015-10-22 15:09:00,2015-10-22 15:19:00,10,26,"Sunny","Meade","out","Niamey","Female","ATS","No","No",-12,1,40,40,0,0,40,0,0,0,0,1
"49","10/23/2015",2015-10-23 13:53:00,2015-10-23 14:03:00,10,19,"Sunny","Meade","out","Chari","Female","Vectronic","No","No",-11,1,40,40,1,38,0,0,1,0,0,1
"50","10/23/2015",2015-10-23 13:53:00,2015-10-23 14:03:00,10,19,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",1,2,41,41,1,39,0,0,0,0,0,1
"51","10/23/2015",2015-10-23 13:53:00,2015-10-23 14:03:00,10,19,"Sunny","Meade","out","Bamako","Female","ATS","Yes","No",1,2,40,40,0,37,0,2,1,0,0,1
"52","10/23/2015",2015-10-23 14:26:00,2015-10-23 14:37:00,11,19,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",1,2,40,40,16,11,0,5,5,3,0,1
"53","10/23/2015",2015-10-23 14:26:00,2015-10-23 14:37:00,11,19,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",1,2,39,40,13,9,0,0,15,2,1,1
"54","10/23/2015",2015-10-23 14:26:00,2015-10-23 14:37:00,11,19,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",1,2,41,41,7,13,0,7,11,0,0,0.999999999
"55","10/23/2015",2015-10-23 14:26:00,2015-10-23 14:37:00,11,19,"Sunny","Meade","out","Cat","Female","control","No","No",1,2,40,40,11,11,0,5,3,10,0,1
"56","10/23/2015",2015-10-23 14:26:00,2015-10-23 14:37:00,11,19,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",1,2,40,40,7,13,0,10,10,0,0,1
"57","10/25/2015",2015-10-25 08:56:00,2015-10-25 09:06:00,10,15,"Overcast","Meade","out","Niamey","Female","ATS","No","No",-9,1,40,40,38,0,0,0,2,0,0,1
"58","10/25/2015",2015-10-25 08:56:00,2015-10-25 09:06:00,10,15,"Overcast","Meade","out","Bamako","Female","ATS","Yes","No",3,2,40,40,37,0,0,0,3,0,0,1
"59","10/25/2015",2015-10-25 09:16:00,2015-10-25 09:26:00,10,15,"Overcast","Meade","out","Loretta","Female","control","No","No",3,2,39,40,38,1,0,0,0,0,1,1
"60","10/25/2015",2015-10-25 09:16:00,2015-10-25 09:26:00,10,15,"Overcast","Meade","out","Chari","Female","Vectronic","No","No",-9,1,38,40,29,7,0,2,0,0,2,1
"61","10/25/2015",2015-10-25 09:16:00,2015-10-25 09:26:00,10,15,"Overcast","Meade","out","Shadow","Female","ATS","Yes","No",3,2,42,42,30,2,0,8,0,0,0,1
"62","10/25/2015",2015-10-25 09:36:00,2015-10-25 09:46:00,10,15,"Overcast","Meade","out","Ruby","Female","ATS","Yes","No",3,2,41,41,41,0,0,0,0,0,0,1
"63","10/25/2015",2015-10-25 09:36:00,2015-10-25 09:46:00,10,9,"Overcast","Meade","out","Jena","Female","Vectronic","Yes","No",3,2,40,40,35,0,0,0,5,0,0,1
"64","10/25/2015",2015-10-25 09:36:00,2015-10-25 09:46:00,10,9,"Overcast","Meade","out","Violet","Female","Vectronic","Yes","No",3,2,40,40,37,3,0,0,0,0,0,1
"65","10/26/2015",2015-10-26 08:52:00,2015-10-26 09:02:00,10,9,"Rainy","Meade","in","Chari","Female","Vectronic","No","No",-8,1,40,40,2,35,0,0,3,0,0,1
"66","10/26/2015",2015-10-26 08:52:00,2015-10-26 09:02:00,10,9,"Rainy","Meade","in","Violet","Female","Vectronic","Yes","No",1,3,40,40,27,6,0,5,2,0,0,1
"67","10/26/2015",2015-10-26 09:20:00,2015-10-26 09:30:00,10,9,"Rainy","Meade","in","Jena","Female","Vectronic","Yes","No",4,3,44,44,19,24,0,0,0,0,0,1
"68","10/26/2015",2015-10-26 09:20:00,2015-10-26 09:30:00,10,9,"Rainy","Meade","in","Niamey","Female","ATS","No","No",-8,1,40,40,1,21,0,2,10,5,0,1
"69","10/26/2015",2015-10-26 09:20:00,2015-10-26 09:30:00,10,9,"Rainy","Meade","in","Loretta","Female","control","No","No",4,3,40,40,0,31,0,4,1,4,0,1
"70","10/26/2015",2015-10-26 09:20:00,2015-10-26 09:30:00,10,9,"Rainy","Meade","in","Shadow","Female","ATS","Yes","No",4,3,40,40,3,35,0,0,2,0,0,1
"71","10/26/2015",2015-10-26 09:52:00,2015-10-26 10:02:00,10,10,"Rainy","Meade","in","Cat","Female","control","No","No",4,3,37,40,13,15,0,0,6,3,3,1
"72","10/26/2015",2015-10-26 09:52:00,2015-10-26 10:02:00,10,10,"Rainy","Meade","in","Ruby","Female","ATS","Yes","No",4,3,40,40,1,35,0,2,2,0,0,1
"73","10/26/2015",2015-10-26 10:15:00,2015-10-26 10:25:00,10,10,"Rainy","Meade","in","Scout","Female","ATS","Yes","No",4,3,41,41,3,25,0,6,6,0,0,1.000000001
"74","10/27/2015",2015-10-27 08:30:00,2015-10-27 08:40:00,10,13,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",5,3,40,40,16,8,0,0,12,4,0,1
"75","10/27/2015",2015-10-27 08:30:00,2015-10-27 08:40:00,10,13,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",5,3,40,40,15,20,0,0,2,3,0,1
"76","10/27/2015",2015-10-27 08:30:00,2015-10-27 08:40:00,10,13,"Sunny","Meade","out","Loretta","Female","control","No","No",5,3,40,40,15,16,0,0,9,0,0,1
"77","10/27/2015",2015-10-27 08:50:00,2015-10-27 09:00:00,10,13,"Sunny","Meade","out","Cat","Female","control","No","No",5,3,44,44,20,23,0,0,0,0,0,1
"78","10/27/2015",2015-10-27 08:50:00,2015-10-27 09:00:00,10,13,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",5,3,40,40,4,33,0,0,3,0,0,1
"79","10/27/2015",2015-10-27 09:05:00,2015-10-27 09:15:00,10,13,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",5,3,40,40,3,25,0,7,5,0,0,1
"80","10/27/2015",2015-10-27 09:05:00,2015-10-27 09:15:00,10,13,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",5,3,40,40,19,13,0,0,5,3,0,1
"81","10/28/2015",2015-10-28 08:35:00,2015-10-28 08:45:00,10,15,"Overcast","Meade","out","Jena","Female","Vectronic","Yes","No",6,3,40,40,15,14,0,0,11,0,0,1
"82","10/28/2015",2015-10-28 08:35:00,2015-10-28 08:45:00,10,15,"Overcast","Meade","out","Cat","Female","control","No","No",6,3,58,58,15,18,0,0,18,6,0,1
"83","10/27/2015",2015-10-27 09:20:00,2015-10-27 09:30:00,10,13,"Sunny","Meade","out","Niamey","Female","ATS","Yes","No",-7,1,40,40,36,0,0,0,4,0,0,1
"84","10/27/2015",2015-10-27 09:20:00,2015-10-27 09:30:00,10,13,"Sunny","Meade","out","Chari","Female","Vectronic","Yes","No",-7,1,40,40,10,30,0,0,0,0,0,1
"85","10/28/2015",2015-10-28 08:51:00,2015-10-28 09:01:00,10,15,"Overcast","Meade","out","Shadow","Female","ATS","Yes","No",6,3,40,40,23,17,0,0,0,0,0,1
"86","10/28/2015",2015-10-28 08:51:00,2015-10-28 09:01:00,10,15,"Overcast","Meade","out","Chari","Female","Vectronic","Yes","No",-5,1,42,42,30,0,7,0,0,3,0,1
"87","10/28/2015",2015-10-28 09:05:00,2015-10-28 09:15:00,10,15,"Overcast","Meade","out","Ruby","Female","ATS","Yes","No",6,3,40,40,12,22,0,0,6,0,0,1
"88","10/28/2015",2015-10-28 09:05:00,2015-10-28 09:15:00,10,15,"Overcast","Meade","out","Bamako","Female","ATS","Yes","No",6,3,40,40,20,17,0,0,3,0,0,1
"89","10/29/2015",2015-10-29 08:25:00,2015-10-29 08:35:00,10,12,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",7,3,40,40,15,18,0,0,4,3,0,1
"90","10/29/2015",2015-10-29 08:25:00,2015-10-29 08:35:00,10,12,"Sunny","Meade","out","Niamey","Female","ATS","Yes","No",-4,1,40,40,13,18,0,3,0,6,0,1
"91","10/29/2015",2015-10-29 08:40:00,2015-10-29 08:50:00,10,12,"Sunny","Meade","out","Loretta","Female","control","No","No",7,3,40,40,12,25,0,0,3,0,0,1
"92","10/29/2015",2015-10-29 08:40:00,2015-10-29 08:50:00,10,12,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",4,3,40,40,15,18,0,0,7,0,0,1
"93","10/29/2015",2015-10-29 08:54:00,2015-10-29 09:04:00,10,13,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",7,3,40,40,30,8,0,0,1,0,0,1
"94","10/29/2015",2015-10-29 08:54:00,2015-10-29 09:04:00,10,13,"Sunny","Meade","out","Jena","Female","Vectronic","Yes","No",7,3,40,40,20,7,0,0,13,0,0,1
"95","10/29/2015",2015-10-29 09:08:00,2015-10-29 09:18:00,10,13,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",7,3,40,40,16,24,0,0,0,0,0,1
"96","10/29/2015",2015-10-29 09:08:00,2015-10-29 09:18:00,10,13,"Sunny","Meade","out","Chari","Female","Vectronic","Yes","No",-4,1,40,40,10,16,0,0,14,0,0,1
"97","10/29/2015",2015-10-29 13:25:00,2015-10-29 13:35:00,10,16,"Sunny","Rivinus","out","Tex","Male","Vectronic","No","No",-5,1,40,40,6,0,0,0,34,0,0,1
"98","10/29/2015",2015-10-29 13:42:00,2015-10-29 13:52:00,10,16,"Sunny","Rivinus","out","Dr. Bob","Male","control","No","No",-5,1,40,40,15,3,0,0,15,6,0,1
"99","10/29/2015",2015-10-29 14:00:00,2015-10-29 14:10:00,10,16,"Sunny","Rivinus","out","Lewis","Male","Vectronic","No","No",-5,1,40,40,8,0,0,13,2,17,0,1
"100","10/30/2015",2015-10-30 08:37:00,2015-10-30 08:47:00,10,8,"Sunny","Meade","out","Loretta","Female","control","No","No",8,3,40,40,20,15,0,0,5,0,0,1
"101","10/30/2015",2015-10-30 08:37:00,2015-10-30 08:47:00,10,8,"Sunny","Meade","out","Scout","Female","ATS","Yes","No",8,3,45,45,18,13,0,0,12,0,0,1
"102","10/30/2015",2015-10-30 08:37:00,2015-10-30 08:47:00,10,8,"Sunny","Meade","out","Violet","Female","Vectronic","Yes","No",8,3,40,40,14,23,0,0,3,0,0,1
"103","10/30/2015",2015-10-30 08:50:00,2015-10-30 09:00:00,10,8,"Sunny","Meade","out","Shadow","Female","ATS","Yes","No",8,3,40,40,20,20,0,0,0,0,0,1
"104","10/30/2015",2015-10-30 08:50:00,2015-10-30 09:00:00,10,8,"Sunny","Meade","out","Bamako","Female","ATS","Yes","No",8,3,40,40,19,15,0,0,6,0,0,1
"105","10/30/2015",2015-10-30 09:03:00,2015-10-30 09:13:00,10,8,"Sunny","Meade","out","Ruby","Female","ATS","Yes","No",8,3,40,40,21,4,0,0,13,2,0,1
"106","10/30/2015",2015-10-30 09:03:00,2015-10-30 09:13:00,10,8,"Sunny","Meade","out","Niamey","Female","ATS","Yes","No",-3,1,40,40,16,8,0,3,9,4,0,1
"107","10/30/2015",2015-10-30 09:03:00,2015-10-30 09:13:00,10,8,"Sunny","Meade","out","Chari","Female","Vectronic","Yes","No",-3,1,40,40,0,33,0,0,7,0,0,1
"108","10/30/2015",2015-10-30 13:20:00,2015-10-30 13:30:00,10,11,"Sunny","Rivinus","out","Tex","Male","Vectronic","No","No",-4,1,40,40,20,0,0,0,20,0,0,1
"109","10/30/2015",2015-10-30 13:37:00,2015-10-30 13:47:00,10,11,"Sunny","Rivinus","out","Lewis","Male","Vectronic","No","No",-4,1,40,40,14,0,0,0,14,12,0,1
"110","10/30/2015",2015-10-30 13:50:00,2015-10-30 14:00:00,10,11,"Sunny","Rivinus","out","Dr. Bob","Male","control","No","No",-4,1,40,40,10,3,6,0,18,3,0,1
"111","11/2/2015",2015-11-02 10:30:00,2015-11-02 10:40:00,10,12,"Cloudy","Meade","out","Loretta","Female","control","No","No",11,3,40,40,28,0,0,0,12,0,0,1
"112","11/2/2015",2015-11-02 10:30:00,2015-11-02 10:40:00,10,12,"Cloudy","Meade","out","Niamey","Female","ATS","Yes","No",0,2,41,41,6,8,0,2,3,19,0,1
"113","11/2/2015",2015-11-02 10:30:00,2015-11-02 10:40:00,10,12,"Cloudy","Meade","out","Chari","Female","Vectronic","Yes","No",0,2,41,41,3,0,0,7,22,7,0,1
"114","11/2/2015",2015-11-02 10:30:00,2015-11-02 10:40:00,10,12,"Cloudy","Meade","out","Cat","Female","control","No","No",11,3,40,40,12,16,0,0,12,0,0,1
"115","11/2/2015",2015-11-02 10:57:00,2015-11-02 11:07:00,10,13,"Cloudy","Meade","out","Scout","Female","ATS","Yes","No",11,3,41,41,13,0,0,0,25,2,0,1
"116","11/2/2015",2015-11-02 10:57:00,2015-11-02 11:07:00,10,13,"Cloudy","Meade","out","Jena","Female","Vectronic","Yes","No",11,3,40,40,12,11,0,3,14,0,0,1
"117","11/2/2015",2015-11-02 10:57:00,2015-11-02 11:07:00,10,13,"Cloudy","Meade","out","Ruby","Female","ATS","Yes","No",11,3,40,40,11,8,3,2,12,4,0,1
"118","11/2/2015",2015-11-02 10:57:00,2015-11-02 11:07:00,10,13,"Cloudy","Meade","out","Shadow","Female","ATS","Yes","No",11,3,40,40,1,29,0,0,10,0,0,1
"119","11/2/2015",2015-11-02 11:18:00,2015-11-02 11:28:00,10,14,"Cloudy","Meade","out","Violet","Female","Vectronic","Yes","No",11,3,40,40,7,23,0,0,9,1,0,1
"120","11/2/2015",2015-11-02 11:18:00,2015-11-02 11:28:00,10,14,"Cloudy","Meade","out","Bamako","Female","ATS","Yes","No",11,3,40,40,29,0,0,0,8,3,0,1
"121","11/2/2015",2015-11-02 13:25:00,2015-11-02 13:35:00,10,17,"Cloudy","Rivinus","out","Lewis","Male","Vectronic","No","No",-1,1,45,45,22,0,0,0,9,13,0,1
"122","11/2/2015",2015-11-02 13:38:00,2015-11-02 13:48:00,10,17,"Cloudy","Rivinus","out","Tex","Male","Vectronic","No","No",-1,1,40,40,0,0,0,0,40,0,0,1
